,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Score_class
178,Resistance: Fall of Man,8,2006,8,Sony Computer Entertainment,1.74,1.72,0.14,0.75,4.34,86.0,70.0,8.1,715.0,Insomniac Games,4,High
179,Kingdom Hearts II,7,2005,7,Square Enix,2.2,0.58,1.38,0.17,4.33,87.0,64.0,9.0,766.0,Square Enix,2,High
180,Super Mario 3D World,13,2013,4,Nintendo,2.11,1.16,0.73,0.32,4.32,93.0,83.0,9.0,1607.0,Nintendo,1,High
181,Fable II,14,2008,7,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.27,89.0,95.0,6.5,2423.0,Lionhead Studios,4,High
182,Namco Museum,3,2001,3,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,79.0,10.0,7.3,6.0,Mass Media,1,High
183,Batman: Arkham Asylum,8,2009,0,Eidos Interactive,2.24,1.31,0.07,0.61,4.23,91.0,70.0,8.9,1122.0,Rocksteady Studios,6,High
184,Metal Gear Solid 3: Snake Eater,7,2004,0,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,91.0,68.0,9.3,955.0,KCEJ,4,High
185,Assassin's Creed: Revelations,8,2011,0,Ubisoft,1.41,2.01,0.1,0.7,4.22,80.0,39.0,7.5,613.0,Ubisoft Montreal,4,High
186,Fallout 4,16,2015,7,Bethesda Softworks,2.51,1.32,0.01,0.38,4.22,88.0,39.0,6.2,1749.0,Bethesda Game Studios,4,High
187,FIFA 14,14,2013,10,Electronic Arts,0.92,2.89,0.01,0.4,4.22,84.0,41.0,4.2,435.0,EA Canada,1,High
188,Daxter,10,2006,4,Sony Computer Entertainment,2.45,1.01,0.0,0.75,4.21,85.0,59.0,8.7,109.0,Ready at Dawn,2,High
189,FIFA Soccer 06,7,2005,10,Electronic Arts,0.78,2.55,0.04,0.84,4.21,80.0,32.0,7.8,47.0,EA Canada,1,High
190,EyeToy Play,7,2003,3,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,80.0,32.0,7.5,22.0,"SCEE, Zoe Mode",1,High
191,Gran Turismo 5 Prologue,8,2007,6,Sony Computer Entertainment,1.28,1.82,0.57,0.52,4.19,80.0,67.0,7.1,120.0,Polyphony Digital,1,High
192,Assassin's Creed: Revelations,14,2011,0,Ubisoft,2.25,1.47,0.04,0.43,4.19,80.0,77.0,7.2,564.0,Ubisoft Montreal,4,High
193,Street Fighter IV,8,2009,2,Capcom,2.03,1.04,0.58,0.52,4.16,94.0,61.0,7.3,330.0,Capcom,6,High
194,Madden NFL 2003,7,2002,10,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95.0,25.0,7.7,65.0,EA Sports,1,High
195,Half-Life,5,1997,8,Vivendi Games,4.03,0.0,0.09,0.0,4.12,96.0,24.0,9.1,3161.0,Valve Software,4,High
196,World of Warcraft: The Burning Crusade,5,2007,7,Activision,2.57,1.52,0.0,0.0,4.09,91.0,46.0,7.9,785.0,Blizzard Entertainment,6,High
197,Battlefield 1,9,2016,8,Electronic Arts,1.1,2.15,0.21,0.61,4.08,88.0,31.0,8.4,809.0,EA DICE,4,High
198,God of War II,7,2007,0,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93.0,70.0,8.9,709.0,SCE Santa Monica,4,High
199,Fallout: New Vegas,14,2010,7,Bethesda Softworks,2.66,1.03,0.04,0.33,4.05,84.0,81.0,8.1,769.0,Obsidian Entertainment,4,High
200,Forza Motorsport 2,14,2007,6,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,90.0,66.0,8.3,381.0,Turn 10,1,High
201,Carnival Games,12,2007,3,Take-Two Interactive,2.12,1.47,0.05,0.42,4.05,56.0,27.0,6.0,44.0,Cat Daddy Games,1,Low
202,Watch Dogs,9,2014,0,Ubisoft,1.4,1.9,0.11,0.64,4.05,80.0,80.0,6.3,2996.0,Ubisoft Montreal,4,High
203,Tekken Tag Tournament,7,2000,2,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85.0,25.0,8.5,117.0,Namco,6,High
204,Far Cry 4,9,2014,8,Ubisoft,1.13,2.18,0.1,0.63,4.04,85.0,83.0,7.7,1653.0,Ubisoft Montreal,4,High
205,Left 4 Dead 2,14,2009,8,Electronic Arts,2.67,0.87,0.05,0.38,3.97,89.0,76.0,8.6,681.0,Valve Software,4,High
206,The Witcher 3: Wild Hunt,9,2015,7,Namco Bandai Games,1.02,2.13,0.23,0.59,3.97,92.0,79.0,9.2,10179.0,CD Projekt Red Studio,4,High
207,Assassin's Creed: Unity,9,2014,0,Ubisoft,1.19,2.07,0.08,0.62,3.96,70.0,40.0,4.9,2050.0,"Ubisoft, Ubisoft Montreal",4,Average
208,Batman: Arkham Knight,9,2015,0,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,0.64,3.95,87.0,89.0,7.6,2679.0,Rocksteady Studios,4,High
209,The Legend of Zelda: Skyward Sword,12,2011,0,Nintendo,2.03,1.16,0.37,0.38,3.95,93.0,81.0,8.0,1958.0,Nintendo,2,High
210,Fallout 3,8,2008,7,Bethesda Softworks,2.15,1.13,0.07,0.59,3.94,90.0,57.0,8.0,910.0,Bethesda Game Studios,4,High
211,Professor Layton and the Diabolical Box,2,2007,5,Nintendo,0.9,1.76,0.92,0.37,3.94,84.0,65.0,8.8,72.0,Level 5,2,High
212,EA Sports Active,12,2009,10,Electronic Arts,2.09,1.35,0.06,0.4,3.9,81.0,27.0,8.7,39.0,EA Canada,1,High
213,Tony Hawk's Underground,7,2003,10,Activision,2.29,1.17,0.01,0.42,3.9,90.0,38.0,8.7,121.0,Neversoft Entertainment,6,High
214,Monster Hunter 4 Ultimate,0,2014,7,Nintendo,0.68,0.48,2.62,0.11,3.89,86.0,80.0,8.7,348.0,Capcom,6,High
215,The Elder Scrolls V: Skyrim,5,2011,7,Bethesda Softworks,1.16,2.12,0.0,0.6,3.88,94.0,32.0,8.1,9073.0,Bethesda Game Studios,4,High
216,NBA 2K16,9,2015,10,Take-Two Interactive,2.49,0.66,0.03,0.69,3.88,87.0,51.0,6.7,364.0,Visual Concepts,2,High
217,Tekken 5,7,2005,2,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88.0,62.0,8.6,229.0,Namco,6,High
218,MotorStorm,8,2006,6,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84.0,9.0,7.4,220.0,Evolution Studios,6,High
219,World Soccer Winning Eleven 8 International,7,2004,10,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,91.0,26.0,9.1,38.0,KCET,1,High
220,Sports Champions,8,2010,10,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.84,76.0,64.0,7.9,104.0,"SCEA, Zindagi Games",2,Average
221,Call of Duty: Ghosts,9,2013,8,Activision,1.78,1.43,0.05,0.57,3.83,78.0,49.0,3.7,1564.0,Infinity Ward,4,Average
222,Flash Focus: Vision Training in Minutes a Day,2,2007,3,Nintendo,0.86,1.56,1.05,0.35,3.83,59.0,22.0,4.0,4.0,"Nintendo, Namco Bandai Games",1,Low
223,Tom Clancy's The Division,9,2016,8,Ubisoft,1.35,1.7,0.15,0.6,3.8,80.0,64.0,7.0,2219.0,Massive Entertainment,4,High
224,Big Brain Academy: Wii Degree,12,2007,3,Nintendo,1.05,1.91,0.41,0.42,3.79,68.0,33.0,6.9,39.0,Nintendo,1,Average
225,LEGO Indiana Jones: The Original Adventures,14,2008,0,Activision,2.4,1.01,0.0,0.36,3.76,77.0,60.0,7.5,66.0,Traveller's Tales,2,Average
226,The Sims: Unleashed,5,2002,9,Electronic Arts,2.03,1.56,0.0,0.17,3.76,79.0,21.0,8.0,29.0,Maxis,6,High
227,Harry Potter and the Sorcerer's Stone,6,2001,0,Electronic Arts,1.37,2.0,0.14,0.22,3.73,64.0,11.0,7.5,41.0,Argonaut Games,1,Low
228,Super Paper Mario,12,2007,4,Nintendo,1.95,0.86,0.59,0.31,3.71,85.0,56.0,7.9,417.0,Intelligent Systems,1,High
229,Spyro: Year of the Dragon,6,2000,4,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,91.0,15.0,8.8,207.0,Insomniac Games,1,High
230,Assassin's Creed IV: Black Flag,8,2013,0,Ubisoft,1.33,1.68,0.13,0.57,3.71,88.0,36.0,8.1,840.0,Ubisoft,4,High
231,FIFA Soccer 2005,7,2004,10,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81.0,27.0,7.6,56.0,EA Canada,1,High
232,Tony Hawk's Pro Skater 4,7,2002,10,Activision,2.13,1.18,0.01,0.35,3.67,94.0,27.0,8.5,128.0,Neversoft Entertainment,6,High
233,MySims,2,2007,9,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67.0,15.0,7.3,13.0,TOSE,1,Average
234,Midnight Club 3: DUB Edition,10,2005,6,Take-Two Interactive,1.65,1.21,0.0,0.79,3.65,74.0,34.0,8.4,31.0,Rockstar Leeds,2,Average
235,SOCOM: U.S. Navy SEALs,7,2002,8,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82.0,42.0,7.9,82.0,Zipper Interactive,4,High
236,Jak and Daxter: The Precursor Legacy,7,2001,4,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90.0,35.0,8.7,312.0,Naughty Dog,1,High
237,Pro Evolution Soccer 2008,7,2007,10,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,82.0,10.0,7.9,38.0,Konami,1,High
238,Resident Evil 4,7,2005,0,Capcom,2.08,0.83,0.46,0.25,3.62,96.0,38.0,8.9,1013.0,Capcom,4,High
239,Guitar Hero: World Tour,12,2008,3,Activision,2.32,0.96,0.0,0.34,3.62,86.0,18.0,7.6,71.0,Vicarious Visions,6,High
240,FIFA Soccer 10,8,2009,10,Electronic Arts,0.6,2.45,0.05,0.52,3.62,91.0,56.0,7.6,203.0,EA Sports,1,High
241,Star Wars: Battlefront,7,2004,8,LucasArts,1.93,1.22,0.03,0.44,3.61,82.0,36.0,8.7,142.0,Pandemic Studios,6,High
242,The Simpsons: Road Rage,7,2001,6,Electronic Arts,2.02,1.17,0.0,0.42,3.61,64.0,23.0,7.7,32.0,Fox Interactive,6,Low
243,Luigi's Mansion,4,2001,0,Nintendo,2.38,0.67,0.46,0.1,3.6,78.0,34.0,8.5,161.0,Nintendo,1,Average
244,Battlefield 4,9,2013,8,Electronic Arts,1.35,1.55,0.17,0.51,3.59,85.0,18.0,6.9,1580.0,EA DICE,4,High
245,Star Wars: Battlefront II,7,2005,8,LucasArts,2.18,1.02,0.03,0.37,3.59,84.0,30.0,9.0,268.0,Pandemic Studios,6,High
246,Cooking Mama 2: Dinner With Friends,2,2007,9,505 Games,1.6,1.49,0.1,0.39,3.58,70.0,39.0,8.0,9.0,Office Create,1,Average
247,Grand Theft Auto: Liberty City Stories,7,2006,0,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,78.0,49.0,7.8,112.0,Rockstar Leeds,4,Average
248,The Getaway,7,2002,0,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,72.0,49.0,6.8,88.0,Team Soho,4,Average
249,James Bond 007: Agent Under Fire,7,2001,8,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72.0,27.0,7.9,48.0,EA Redwood Shores,6,Average
250,FIFA Soccer 11,14,2010,10,Electronic Arts,0.71,2.39,0.02,0.4,3.52,88.0,66.0,7.5,155.0,EA Sports,1,High
251,Left 4 Dead,14,2008,8,Electronic Arts,2.66,0.49,0.05,0.3,3.51,89.0,67.0,7.9,1309.0,Certain Affinity,4,High
252,Assassin's Creed: Unity,16,2014,0,Ubisoft,2.27,0.9,0.0,0.33,3.5,72.0,59.0,4.1,1005.0,"Ubisoft, Ubisoft Montreal",4,Average
253,Resident Evil 5,14,2009,0,Capcom,2.11,0.93,0.12,0.34,3.5,83.0,91.0,7.5,523.0,Capcom,4,High
254,Assassin's Creed: Brotherhood,14,2010,0,Ubisoft,2.85,0.38,0.03,0.24,3.49,89.0,81.0,8.3,693.0,Ubisoft Montreal,4,High
255,Battlefield 4,8,2013,8,Electronic Arts,1.3,1.42,0.27,0.5,3.49,80.0,14.0,5.8,579.0,EA DICE,4,High
256,Batman: Arkham Asylum,14,2009,0,Eidos Interactive,2.2,0.95,0.02,0.31,3.48,92.0,78.0,8.7,1080.0,Rocksteady Studios,6,High
257,Battlefield 4,14,2013,8,Electronic Arts,2.15,1.01,0.02,0.31,3.48,79.0,21.0,5.6,542.0,EA DICE,4,High
258,Battlefield: Bad Company 2,14,2010,8,Electronic Arts,2.1,1.01,0.04,0.32,3.47,88.0,75.0,8.6,869.0,EA DICE,4,High
259,Guitar Hero: On Tour,2,2008,3,Activision,2.1,1.01,0.01,0.35,3.46,71.0,70.0,8.8,29.0,Vicarious Visions,2,Average
260,Clubhouse Games,2,2006,3,Nintendo,0.59,1.79,0.73,0.34,3.45,83.0,30.0,8.4,28.0,Agenda,1,High
261,Borderlands,14,2009,8,Take-Two Interactive,2.4,0.71,0.03,0.29,3.44,84.0,83.0,8.2,715.0,Gearbox Software,4,High
262,Tekken 4,7,2002,2,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,79.0,23.0,8.3,126.0,Namco,6,High
263,Grand Theft Auto 2,6,1998,0,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,70.0,15.0,8.0,67.0,DMA Design,6,Average
264,Metal Gear Solid V: The Phantom Pain,9,2015,0,Konami Digital Entertainment,1.09,1.36,0.49,0.48,3.41,93.0,86.0,8.2,3943.0,"Kojima Productions, Moby Dick Studio",4,High
265,Spider-Man 2,7,2004,0,Activision,1.75,1.2,0.02,0.43,3.41,80.0,50.0,8.9,106.0,Treyarch,6,High
266,FIFA Soccer 2003,7,2002,10,Electronic Arts,0.46,2.28,0.05,0.61,3.4,88.0,15.0,6.7,35.0,EA Canada,1,High
267,LittleBigPlanet 2,8,2011,4,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.39,91.0,86.0,8.4,657.0,Media Molecule,1,High
268,Crash Bash,6,2000,3,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,68.0,12.0,8.2,99.0,Eurocom Entertainment Software,1,Average
269,Assassin's Creed Syndicate,9,2015,0,Ubisoft,0.81,1.99,0.07,0.52,3.39,76.0,86.0,6.8,1319.0,Ubisoft Quebec,4,Average
270,LEGO Batman: The Videogame,14,2008,0,Warner Bros. Interactive Entertainment,2.04,1.02,0.0,0.32,3.38,76.0,49.0,7.9,75.0,Traveller's Tales,2,Average
271,Destiny,16,2014,8,Activision,2.14,0.92,0.0,0.31,3.37,75.0,11.0,5.5,1735.0,"Bungie Software, Bungie",6,Average
272,Far Cry 3,8,2012,8,Ubisoft,0.88,1.7,0.1,0.67,3.35,90.0,32.0,8.5,1041.0,Ubisoft Montreal,4,High
273,James Bond 007: Nightfire,7,2002,8,Electronic Arts,1.45,1.29,0.12,0.46,3.33,77.0,20.0,8.5,66.0,Eurocom Entertainment Software,6,Average
274,Star Wars Episode III: Revenge of the Sith,7,2005,0,LucasArts,1.47,1.39,0.03,0.43,3.32,60.0,34.0,7.2,82.0,Double Helix Games,6,Low
275,The Legend of Zelda: Spirit Tracks,2,2009,0,Nintendo,1.4,0.91,0.74,0.26,3.31,87.0,75.0,7.8,228.0,Nintendo,2,High
276,Max Payne,7,2001,8,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,80.0,21.0,8.5,86.0,Rockstar Toronto,4,High
277,Assassin's Creed IV: Black Flag,14,2013,0,Ubisoft,1.9,1.11,0.01,0.29,3.3,86.0,35.0,7.9,701.0,Ubisoft,4,High
278,The Lord of the Rings: The Return of the King,7,2003,0,Electronic Arts,1.5,1.28,0.05,0.46,3.28,85.0,31.0,8.7,105.0,EA Games,6,High
279,Gears of War: Ultimate Edition,16,2015,8,Microsoft Game Studios,2.61,0.33,0.0,0.34,3.28,82.0,74.0,7.5,563.0,"Splash Damage, The Coalition",4,High
280,True Crime: Streets of LA,7,2003,0,Activision,1.89,1.05,0.02,0.31,3.27,77.0,39.0,8.0,94.0,"Luxoflux, Inc.",4,Average
281,Professor Layton and the Unwound Future,2,2008,5,Nintendo,0.6,1.57,0.82,0.27,3.26,86.0,62.0,9.2,111.0,Level 5,2,High
282,FIFA 16,16,2015,10,Electronic Arts,0.89,2.12,0.0,0.24,3.25,84.0,45.0,4.4,459.0,EA Sports,1,High
283,Wii Music,12,2008,3,Nintendo,1.35,1.11,0.46,0.32,3.25,63.0,43.0,4.6,116.0,Nintendo,1,Low
284,Madden NFL 16,9,2015,10,Electronic Arts,2.34,0.3,0.0,0.6,3.24,83.0,37.0,5.9,180.0,EA Sports,1,High
285,Gran Turismo 6,8,2013,6,Sony Computer Entertainment,0.72,1.67,0.4,0.44,3.23,81.0,81.0,7.7,758.0,Polyphony Digital,1,High
286,Halo: The Master Chief Collection,16,2014,8,Microsoft Game Studios,1.91,1.0,0.03,0.29,3.23,85.0,69.0,7.2,1267.0,343 Industries,4,High
287,Super Mario Maker,13,2015,4,Nintendo,1.18,0.89,0.94,0.2,3.21,88.0,85.0,8.7,691.0,Nintendo,1,High
288,God of War: Chains of Olympus,10,2008,0,Sony Computer Entertainment,1.48,1.0,0.04,0.66,3.18,91.0,79.0,8.6,565.0,Ready at Dawn,4,High
289,Enter the Matrix,7,2003,0,Atari,1.78,1.12,0.09,0.19,3.18,62.0,30.0,8.1,137.0,Shiny Entertainment,6,Low
290,Crisis Core: Final Fantasy VII,10,2007,7,Square Enix,1.35,0.59,0.8,0.43,3.18,83.0,67.0,8.0,463.0,Square Enix,6,High
291,Dance Central,14,2010,3,MTV Games,2.15,0.76,0.01,0.26,3.17,82.0,63.0,7.6,85.0,Harmonix Music Systems,6,High
292,L.A. Noire,8,2011,1,Take-Two Interactive,1.27,1.29,0.12,0.49,3.17,89.0,78.0,7.7,1010.0,Team Bondi,4,High
293,Ace Combat 04: Shattered Skies,7,2001,9,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,89.0,22.0,9.1,95.0,Namco,1,High
294,Animal Crossing,4,2001,9,Nintendo,1.92,0.16,0.99,0.09,3.15,87.0,42.0,8.9,137.0,Nintendo,1,High
295,FIFA Soccer 08,7,2007,10,Electronic Arts,0.68,0.0,0.0,2.46,3.14,83.0,12.0,6.5,36.0,EA Canada,1,High
296,Spider-Man,6,2000,0,Activision,1.7,1.25,0.02,0.16,3.13,87.0,19.0,9.0,107.0,Neversoft Entertainment,1,High
297,Mario Party 9,12,2012,3,Nintendo,1.06,1.09,0.76,0.22,3.13,73.0,45.0,6.8,155.0,Nd Cube,1,Average
298,Sonic Rush,2,2005,4,Sega,1.21,1.56,0.06,0.29,3.12,82.0,43.0,8.5,101.0,"Dimps Corporation, Sonic Team",1,High
299,Rhythm Heaven,2,2008,3,Nintendo,0.55,0.5,1.93,0.13,3.11,83.0,48.0,9.0,63.0,Nintendo,1,High
300,Fallout: New Vegas,8,2010,7,Bethesda Softworks,1.52,1.03,0.1,0.46,3.11,82.0,57.0,7.8,492.0,Obsidian Entertainment,4,High
301,Personal Trainer: Cooking,2,2006,3,Nintendo,0.9,1.0,1.03,0.17,3.11,81.0,12.0,7.8,10.0,Indies Zero,1,High
302,The Elder Scrolls IV: Oblivion,8,2007,7,Ubisoft,1.69,0.85,0.14,0.43,3.1,93.0,45.0,8.0,604.0,4J Studios,4,High
303,The Legend of Zelda: A Link Between Worlds,0,2013,0,Nintendo,1.4,1.01,0.46,0.23,3.1,91.0,81.0,8.9,1057.0,Nintendo,1,High
304,Resident Evil 6,8,2012,8,Capcom,0.88,0.94,0.88,0.4,3.1,74.0,34.0,5.4,1304.0,Capcom,4,Average
305,Mass Effect 2,14,2010,7,Electronic Arts,1.99,0.81,0.03,0.27,3.1,96.0,98.0,8.9,3143.0,BioWare,4,High
306,Dragon Ball Z: Budokai,7,2002,2,Atari,2.17,0.28,0.55,0.08,3.09,67.0,28.0,7.9,71.0,Dimps Corporation,6,Average
307,Madden NFL 2002,7,2001,10,Electronic Arts,2.5,0.16,0.01,0.42,3.08,94.0,23.0,7.9,46.0,EA Sports,1,High
308,The Sims: Vacation,5,2002,9,Electronic Arts,1.72,1.21,0.0,0.14,3.07,75.0,18.0,7.8,22.0,Maxis,6,Average
309,Animal Crossing: Happy Home Designer,0,2015,9,Nintendo,0.51,1.02,1.4,0.12,3.05,66.0,60.0,6.9,106.0,Nintendo,1,Low
310,The Sims 4,5,2014,9,Electronic Arts,1.0,1.82,0.0,0.23,3.05,70.0,74.0,3.9,2057.0,Maxis,6,Average
311,Borderlands 2,14,2012,8,Take-Two Interactive,1.89,0.88,0.04,0.25,3.05,89.0,59.0,8.2,892.0,Gearbox Software,4,High
312,LEGO Batman: The Videogame,2,2008,0,Warner Bros. Interactive Entertainment,1.75,1.01,0.0,0.29,3.05,72.0,16.0,8.0,16.0,TT Fusion,2,Average
313,Kung Fu Panda,14,2008,0,Activision,1.91,0.84,0.0,0.29,3.04,75.0,42.0,7.4,32.0,"Luxoflux, Inc.",2,Average
314,Mass Effect 3,14,2012,7,Electronic Arts,1.94,0.84,0.03,0.24,3.04,93.0,74.0,5.8,3725.0,BioWare,4,High
315,Heavy Rain,8,2010,1,Sony Computer Entertainment,1.29,1.21,0.06,0.47,3.03,87.0,107.0,7.7,2759.0,Quantic Dream,4,High
316,Saints Row 2,14,2008,0,THQ,1.94,0.79,0.02,0.28,3.03,81.0,75.0,8.1,307.0,Volition Inc.,4,High
317,Tom Clancy's Splinter Cell,15,2002,0,Ubisoft,1.85,1.04,0.0,0.13,3.02,93.0,46.0,8.5,121.0,Ubisoft Montreal,6,High
318,FIFA 14,9,2013,10,Electronic Arts,0.61,1.85,0.11,0.44,3.01,87.0,26.0,6.3,616.0,EA Canada,1,High
319,Killzone 2,8,2009,8,Sony Computer Entertainment,1.4,1.06,0.08,0.47,3.01,91.0,94.0,8.1,1505.0,Guerrilla,4,High
320,Far Cry 3,14,2012,8,Ubisoft,1.38,1.32,0.02,0.28,3.0,91.0,39.0,8.6,1247.0,Ubisoft Montreal,4,High
321,Epic Mickey,12,2010,4,Disney Interactive Studios,2.04,0.63,0.12,0.22,3.0,73.0,78.0,7.0,131.0,Junction Point,1,Average
322,NBA 2K13,14,2012,10,Take-Two Interactive,2.6,0.2,0.01,0.19,3.0,88.0,41.0,7.2,131.0,Visual Concepts,1,High
323,Dragon Ball Z: Budokai Tenkaichi 3,7,2007,2,Atari,1.15,0.0,0.76,1.09,3.0,73.0,24.0,9.2,173.0,"Spike, Namco Bandai Games",6,Average
324,The Sims: Livin Large,5,2000,3,Electronic Arts,1.67,1.18,0.0,0.13,2.99,82.0,23.0,6.6,20.0,Maxis,6,High
325,World Soccer Winning Eleven 6 International,7,2002,10,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,93.0,24.0,9.1,65.0,KCET,1,High
326,Devil May Cry,7,2001,0,Capcom,1.36,0.86,0.64,0.13,2.99,94.0,37.0,8.5,466.0,Capcom,4,High
327,Star Wars: The Old Republic,5,2011,7,Electronic Arts,1.58,1.01,0.0,0.38,2.96,85.0,73.0,5.9,2748.0,"LucasArts, BioWare",6,High
328,Middle-Earth: Shadow of Mordor,9,2014,0,Warner Bros. Interactive Entertainment,1.01,1.43,0.05,0.47,2.96,84.0,85.0,8.1,1886.0,Monolith Productions,4,High
329,Sonic Heroes,7,2003,4,Sega,1.04,1.37,0.06,0.49,2.96,64.0,29.0,7.8,94.0,Sonic Team,1,Low
330,Hitman 2: Silent Assassin,7,2002,0,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,85.0,19.0,7.8,78.0,Io Interactive,4,High
331,Titanfall,16,2014,8,Electronic Arts,1.84,0.8,0.04,0.27,2.95,86.0,68.0,6.4,2658.0,Respawn Entertainment,4,High
332,Battlefield: Bad Company 2,8,2010,8,Electronic Arts,1.33,1.1,0.08,0.44,2.95,88.0,59.0,8.5,572.0,EA DICE,4,High
333,SOCOM II: U.S. Navy SEALs,7,2003,8,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,87.0,42.0,9.0,93.0,Zipper Interactive,4,High
334,Pac-Man Collection,3,2001,5,Atari,2.07,0.77,0.05,0.05,2.94,79.0,13.0,7.8,4.0,Mass Media,1,High
335,Street Fighter IV,14,2009,2,Capcom,1.82,0.7,0.15,0.26,2.94,93.0,77.0,7.3,292.0,Capcom,6,High
336,inFAMOUS,8,2009,0,Sony Computer Entertainment,1.76,0.68,0.12,0.37,2.93,85.0,98.0,8.3,1172.0,Sucker Punch,6,High
337,Kirby Super Star Ultra,2,2008,4,Nintendo,1.55,0.04,1.19,0.15,2.92,76.0,40.0,8.8,76.0,HAL Labs,1,Average
338,Call of Duty: Ghosts,16,2013,8,Activision,1.88,0.77,0.0,0.27,2.92,78.0,7.0,4.3,700.0,Infinity Ward,4,Average
339,Mass Effect,14,2007,7,Microsoft Game Studios,1.83,0.79,0.03,0.27,2.91,91.0,74.0,8.7,1692.0,BioWare,4,High
340,Sonic Mega Collection Plus,7,2004,3,Sega,1.54,1.14,0.0,0.22,2.9,73.0,21.0,8.6,30.0,Sonic Team,1,Average
341,World Soccer Winning Eleven 7 International,7,2003,10,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9,93.0,28.0,9.0,45.0,KCET,1,High
342,Sega Superstars Tennis,14,2008,10,Sega,1.75,0.86,0.0,0.28,2.89,67.0,45.0,6.8,18.0,Sumo Digital,2,Average
343,Hot Shots Golf 3,7,2001,10,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89,85.0,30.0,8.9,16.0,Clap Hanz,1,High
344,Cooking Mama: Cook Off,12,2007,9,505 Games,1.41,1.12,0.05,0.3,2.89,61.0,37.0,5.3,23.0,OfficeCreate,1,Low
345,Call of Duty: Finest Hour,7,2004,8,Activision,1.51,1.12,0.01,0.24,2.89,76.0,49.0,7.7,69.0,Spark Unlimited,6,Average
346,WarioWare: Smooth Moves,12,2006,5,Nintendo,0.86,1.04,0.73,0.26,2.89,83.0,61.0,7.4,179.0,Intelligent Systems,2,High
347,Madden NFL 13,14,2012,10,Electronic Arts,2.53,0.15,0.0,0.17,2.86,81.0,36.0,5.8,179.0,EA Tiburon,1,High
348,The Elder Scrolls III: Morrowind,15,2002,7,Ubisoft,2.09,0.63,0.03,0.11,2.86,87.0,34.0,8.7,111.0,Bethesda Softworks,6,High
349,Assassin's Creed IV: Black Flag,9,2013,0,Ubisoft,1.07,1.31,0.06,0.42,2.85,83.0,29.0,7.8,1530.0,Ubisoft,4,High
350,Mortal Kombat,8,2011,2,Warner Bros. Interactive Entertainment,1.98,0.53,0.0,0.34,2.84,84.0,60.0,8.4,494.0,NetherRealm Studios,4,High
351,Madden NFL 10,14,2009,10,Electronic Arts,2.52,0.09,0.0,0.22,2.83,85.0,58.0,6.1,90.0,EA Tiburon,1,High
352,BioShock,14,2007,8,Take-Two Interactive,1.65,0.85,0.05,0.28,2.83,96.0,88.0,8.9,2249.0,"Irrational Games, 2K Marin",4,High
353,Metroid Prime,4,2002,8,Nintendo,1.96,0.67,0.1,0.09,2.82,97.0,70.0,9.3,747.0,Retro Studios,6,High
354,Assassin's Creed: Brotherhood,8,2010,0,Ubisoft,1.87,0.55,0.11,0.29,2.82,90.0,59.0,8.2,791.0,Ubisoft Montreal,4,High
355,Medal of Honor,8,2010,8,Electronic Arts,1.28,1.04,0.07,0.42,2.81,75.0,56.0,7.5,286.0,"EA DICE, Danger Close",4,Average
356,inFAMOUS: Second Son,9,2014,0,Sony Computer Entertainment,1.28,0.98,0.07,0.46,2.79,80.0,90.0,7.9,2944.0,Sucker Punch,6,High
